id;name;age;height;weight;nationality;club;rating;value_M;wage_K;preferred_foot;real_face;position;jersey_number;pace;shooting;passing;dribbling;defending;physic;heading;free_kick;ball_control;acceleration;speed;real_face_Yes;preferred_foot_Right
217007;M. Thiam;26;185;79;Senegal;Kasimpaşa SK;72;3.8;12;Right;No;ST;11;75;69;64;74;26;71;71;46;75;73;76;0;1
221370;M. Al Buraik;26;173;58;Saudi Arabia;Al Hilal;72;3.3;24;Right;No;RB;2;82;59;70;69;65;71;51;67;71;81;83;0;1
223593;J. Correa;26;187;85;Argentina;Club Atlas;72;3.8;17;Right;No;ST;29;67;71;50;71;29;76;72;25;75;65;68;0;1
223922;A. Bouchalakis;26;188;84;Greece;Olympiacos CFP;72;3.7;1;Left;No;CM;5;63;67;71;68;65;70;63;71;71;60;65;0;0
224003;Sergio Herrera;26;192;82;Spain;CA Osasuna;72;2.7;15;Right;No;GK;1;;;;;;;14;21;27;45;49;0;1
224459;V. Salazar;26;175;67;Argentina;San Lorenzo de Almagro;72;3.3;14;Right;No;RB;29;92;48;57;71;67;72;52;35;65;92;92;0;1
225206;K. Narey;24;180;75;Germany;Hamburger SV;72;3.8;10;Right;No;RM;7;85;64;65;71;60;75;58;49;68;83;87;0;1
225402;Bruno Gaspar;26;176;68;Angola;Sporting CP;72;3.3;9;Right;No;RB;76;82;58;65;75;67;66;60;35;74;78;85;0;1
229282;Thiago Santana;26;184;79;Brazil;Santa Clara;72;3.8;5;Left;No;ST;14;68;71;61;68;25;72;73;43;70;67;69;0;0
230117;Jhonatan;28;189;79;Brazil;Vitória Guimarães;72;2.7;6;Right;No;GK;19;;;;;;;14;15;15;31;35;0;1
235544;S. Memišević;25;185;77;Bosnia Herzegovina;FC Groningen;72;3.4;7;Right;No;CB;5;59;48;54;62;69;84;75;28;64;51;65;0;1
240034;L. Štetina;27;188;87;Slovakia;Sparta Praha;72;3.3;1;Right;No;CB;19;65;38;51;51;70;79;71;28;62;63;67;0;1
184436;A. Smithies;29;188;88;England;Cardiff City;72;2.5;16;Right;Yes;GK;12;;;;;;;17;11;23;59;59;1;1
186156;L. Ayling;27;185;72;England;Leeds United;72;3.1;37;Right;No;RB;2;69;50;61;68;72;75;64;36;66;65;73;0;1
188485;D. Polenta;27;185;87;Uruguay;LA Galaxy;72;3.1;6;Left;No;CB;3;68;39;54;54;70;81;67;56;63;69;68;0;0
189300;M. Johansson;27;171;64;Sweden;Panathinaikos FC;72;3.1;1;Right;No;RB;2;85;47;57;74;67;65;54;22;72;84;86;0;1
190780;S. Johnson;30;190;98;United States;New York City FC;72;2.4;5;Right;Yes;GK;1;;;;;;;14;19;20;42;43;1;1
192495;R. Sawyers;27;185;67;St Kitts Nevis;West Bromwich Albion;72;3.5;30;Right;No;CM;19;71;60;70;73;57;67;55;51;74;70;71;0;1
192567;M. Zimmermann;27;177;76;Germany;Fortuna Düsseldorf;72;3.1;19;Right;Yes;RB;25;69;52;66;68;70;72;54;41;69;73;66;1;1
193910;A. Forshaw;27;174;71;England;Leeds United;72;3.5;41;Right;Yes;CM;4;65;61;71;72;62;66;47;62;73;67;63;1;1
194015;J. Börner;28;188;86;Germany;Sheffield Wednesday;72;3;20;Left;No;CB;13;63;58;54;56;71;79;75;50;56;61;65;0;0
199151;J. Iturbe;26;169;62;Paraguay;U.N.A.M.;72;3.7;17;Left;No;RM;11;89;64;67;76;29;56;40;73;74;89;89;0;0
199244;L. Hejda;29;189;85;Czech Republic;Viktoria Plzeň;72;2.9;1;Right;No;CB;2;60;35;51;56;72;75;77;41;59;57;63;0;1
199504;T. Xhaka;28;172;72;Albania;FC Basel 1893;72;3.1;18;Right;No;CM;34;74;62;67;69;68;82;50;63;70;72;76;0;1
199651;Fernando Canesín;27;176;70;Brazil;KV Oostende;72;3.6;12;Right;No;CM;55;78;61;67;75;30;61;47;61;74;81;76;0;1
199809;T. Sušić;27;186;80;Bosnia Herzegovina;VVV-Venlo;72;3.5;7;Left;No;CM;31;66;68;74;73;58;70;60;74;76;64;67;0;0
200519;Pulido;28;186;72;Spain;SD Huesca;72;3;7;Right;Yes;CB;14;42;37;52;49;72;79;76;38;65;40;43;1;1
200918;C. Knasmüllner;27;181;70;Austria;SK Rapid Wien;72;3.6;14;Right;No;CM;28;76;66;70;75;42;68;45;69;74;78;74;0;1
201290;R. Žulj;27;189;89;Austria;TSG 1899 Hoffenheim;72;3.6;23;Right;No;CM;20;53;72;71;73;35;68;66;70;76;53;53;0;1
201363;R. Matos;26;180;70;Brazil;Udinese;72;3.7;14;Right;No;RM;22;76;67;63;78;35;68;64;62;79;77;75;0;1
201368;K. McLean;27;183;70;Scotland;Norwich City;72;3.5;31;Left;No;CM;23;74;69;68;73;60;70;59;68;73;74;74;0;0
201751;I. Kovács;27;171;66;Hungary;Hungary;72;0;0;Right;No;CM;;80;65;66;73;31;44;29;49;71;84;77;0;1
203581;I. Balliu;27;172;63;Albania;UD Almería;72;3.1;6;Right;No;RB;20;79;39;68;73;69;69;60;58;74;78;79;0;1
203725;V. Misidjan;25;173;70;Netherlands;1. FC Nürnberg;72;3.7;12;Right;Yes;RM;24;86;64;64;77;29;59;41;65;73;87;85;1;1
203782;A. Benali;27;173;66;Libya;Crotone;72;3.5;3;Right;No;CM;10;78;62;70;79;44;63;39;65;76;83;73;0;1
203783;T. Smith;27;186;84;England;Stoke City;72;3.1;22;Right;Yes;RB;14;69;46;67;66;70;72;66;41;70;69;69;1;1
204250;M. Trotta;26;188;85;Italy;Frosinone;72;3.7;4;Left;No;ST;29;63;71;58;68;43;66;75;69;70;65;62;0;0
204684;M. Seuntjens;27;187;81;Netherlands;Gençlerbirliği SK;72;3.6;14;Right;No;ST;20;73;70;69;73;62;74;66;60;73;67;77;0;1
205243;M. Wagué;28;191;85;Mali;FC Nantes;72;3;17;Right;Yes;CB;13;54;33;42;44;72;81;72;29;51;49;58;1;1
205401;Vako;26;175;80;Georgia;San Jose Earthquakes;72;3.7;7;Right;No;LM;11;64;73;66;79;36;63;59;60;77;66;63;0;1
206577;S. Peeters;27;188;74;Belgium;KSV Cercle Brugge;72;3.5;11;Left;No;CM;8;62;69;75;67;59;65;55;78;72;64;61;0;0
207676;Rafael Silva;27;179;73;Brazil;Wuhan Zall;72;3.6;10;Right;No;ST;9;84;71;64;73;31;66;65;47;74;82;85;0;1
208045;O. Tannane;25;177;80;Morocco;Vitesse;72;3.7;13;Left;No;RM;14;80;74;68;74;35;70;48;72;74;77;82;0;0
208052;A. Yiadom;27;180;75;Ghana;Reading;72;3.1;15;Right;No;RB;17;84;51;59;71;68;68;53;42;67;83;85;0;1
209430;R. Ripart;26;181;73;France;Nîmes Olympique;72;3.7;18;Right;No;ST;20;73;73;66;71;60;67;64;55;75;69;76;0;1
209485;A. Mühling;26;186;84;Germany;Holstein Kiel;72;3.6;12;Right;No;CM;8;70;63;71;73;57;72;46;58;74;73;68;0;1
210377;João Teixeira;26;177;69;Portugal;Vitória Guimarães;72;3.7;8;Right;No;LM;10;71;67;70;76;37;57;46;56;77;73;69;0;1
210603;Y. Al Shahrani;27;170;61;Saudi Arabia;Al Hilal;72;3.1;24;Right;Yes;LB;12;86;58;68;70;67;64;54;65;70;87;85;1;1
210879;A. Struna;28;188;84;Slovenia;Houston Dynamo;72;3;6;Right;No;CB;6;65;40;58;61;70;85;72;47;60;61;68;0;1
210923;M. Al Owais;27;187;79;Saudi Arabia;Al Ahli;72;2.5;19;Left;No;GK;33;;;;;;;20;16;17;44;49;0;0
211556;Carlos Hernández;28;185;81;Spain;Real Oviedo;72;3;8;Right;No;CB;6;49;46;47;50;71;80;77;24;55;54;45;0;1
211891;A. Voglsammer;27;178;81;Germany;DSC Arminia Bielefeld;72;3.6;14;Right;No;ST;21;77;70;58;67;37;82;70;59;67;75;78;0;1
212478;G. Zardes;27;186;84;United States;Columbus Crew SC;72;3.6;7;Right;Yes;ST;11;85;70;51;68;44;77;66;30;64;81;88;1;1
213030;J. Marié;27;177;73;France;Dijon FCO;72;3.5;11;Right;No;CM;14;57;56;66;72;66;67;47;37;73;62;53;0;1
214129;S. Barreiro;25;189;78;Colombia;Pachuca;72;3.3;14;Right;No;CB;2;68;34;43;54;75;73;76;31;50;70;67;0;1
214168;J. Rojas;26;168;70;Paraguay;Club Tijuana;72;3.7;16;Right;No;RM;17;90;66;64;75;34;61;58;46;72;91;90;0;1
214671;R. Gómez;26;166;64;Argentina;Club Atlético Huracán;72;3.7;12;Right;No;LM;15;87;68;67;75;42;55;49;73;71;82;91;0;1
215139;E. Olivera;29;180;73;Argentina;Club Atlético Colón;72;2.9;10;Right;No;CB;6;66;42;49;50;73;75;70;28;50;68;64;0;1
215181;G. Peruzzi;27;178;71;Argentina;San Lorenzo de Almagro;72;3.1;14;Right;No;RB;4;80;50;64;69;69;71;57;50;69;77;82;0;1
215927;R. Emond;27;186;73;Belgium;Standard de Liège;72;3.6;13;Right;No;ST;9;66;72;55;62;27;67;75;66;64;65;66;0;1
216283;Danilo;27;170;72;Brazil;VfL Bochum 1848;72;3.1;13;Left;No;LB;3;76;59;63;74;69;70;56;49;72;77;75;0;0
218216;F. Ben Mustapha;30;194;82;Tunisia;Al Shabab;72;2.4;17;Right;No;GK;1;;;;;;;16;11;21;47;47;0;1
219496;Simy;27;198;84;Nigeria;Crotone;72;3.6;4;Right;No;ST;25;59;74;44;59;29;78;81;34;57;53;63;0;1
219652;Rober Ibáñez;26;178;71;Spain;CA Osasuna;72;3.7;21;Right;No;RM;17;77;67;71;74;48;52;52;71;74;77;77;0;1
223489;A. Pešić;27;190;87;Serbia;FC Seoul;72;3.6;8;Right;No;ST;72;67;70;62;66;48;77;71;55;71;65;68;0;1
223685;O. Rivero;27;187;82;Uruguay;Santos Laguna;72;3.6;17;Right;No;ST;29;72;71;48;69;25;76;70;24;69;72;72;0;1
224508;L. Mancuso;27;182;77;Italy;Empoli;72;3.6;5;Right;No;ST;11;78;71;63;72;34;69;61;41;72;72;83;0;1
224975;Tiago;29;191;89;Brazil;Club Atlético Lanús;72;2.9;13;Right;No;CB;2;51;45;45;41;68;79;83;28;46;46;55;0;1
225060;M. Hawsawi;27;180;77;Saudi Arabia;Al Ahli;72;3.1;24;Right;No;CB;25;63;45;44;53;72;73;77;33;60;66;60;0;1
227591;A. Canelo;27;180;83;Argentina;Deportivo Toluca;72;3.6;19;Left;No;ST;25;83;72;62;72;27;68;60;42;72;84;83;0;0
228124;M. Jonjić;28;187;83;Croatia;Cerezo Osaka;72;3;7;Right;No;CB;22;68;42;45;48;72;76;77;25;48;64;71;0;1
228312;R. Lod;26;181;82;Finland;Minnesota United FC;72;3.7;7;Left;No;LM;16;71;71;71;72;51;65;56;66;73;71;71;0;0
230560;A. Issoko;27;183;75;DR Congo;Stade Malherbe Caen;72;3.1;7;Right;No;RB;7;93;64;60;70;64;80;70;39;70;94;93;0;1
232183;C. Fai;26;167;70;Cameroon;Standard de Liège;72;3.2;11;Right;No;RB;21;86;32;58;69;69;74;53;31;64;90;83;0;1
234949;João Amaral;27;172;67;Portugal;Lech Poznań;72;3.6;8;Left;No;CM;24;88;67;66;75;36;58;52;65;74;85;90;0;0
239593;K. Rezaei;27;185;79;Iran;Club Brugge KV;72;3.6;17;Right;No;ST;10;68;72;65;66;28;68;75;70;68;66;69;0;1
243867;O. Kanté;29;185;83;Guinea;Paris FC;72;2.9;7;Right;No;CB;19;51;35;46;53;72;79;73;30;57;49;52;0;1
245062;J. González;27;177;73;Paraguay;Defensa y Justicia;72;3.1;9;Right;No;RB;4;76;43;57;57;73;80;78;33;57;78;75;0;1
248020;B. Planić;27;191;85;Serbia;FCSB (Steaua);72;3.1;11;Right;No;CB;16;62;26;35;36;71;80;73;20;45;54;69;0;1
46175;M. Rosenberg;36;184;81;Sweden;Malmö FF;72;1.1;6;Right;No;ST;9;64;72;69;68;38;79;68;71;71;65;63;0;1
48745;F. Coloccini;37;184;83;Argentina;San Lorenzo de Almagro;72;0.625;10;Right;Yes;CB;32;40;55;58;60;72;69;78;56;65;45;35;1;1
53110;C. Gordon;36;193;83;Scotland;Celtic;72;0.525;17;Left;No;GK;1;;;;;;;15;13;28;35;35;0;0
53739;L. Grant;36;193;83;England;Manchester United;72;0.525;30;Right;Yes;GK;13;;;;;;;14;19;34;52;46;1;1
54033;T. Huddlestone;32;188;80;England;Derby County;72;2;19;Right;Yes;CM;44;40;70;75;63;69;69;72;73;78;34;44;1;1
102064;C. Terzi;35;180;69;Italy;Spezia;72;0.95;3;Right;No;CB;19;51;41;45;51;71;77;70;28;58;42;59;0;1
121937;M. Rensing;35;190;91;Germany;Fortuna Düsseldorf;72;0.85;10;Right;Yes;GK;1;;;;;;;14;12;19;40;42;1;1
137361;G. Pazzini;34;180;78;Italy;Hellas Verona;72;1.6;14;Right;Yes;ST;11;56;68;56;69;34;65;79;40;72;58;55;1;1
137460;A. Rosina;35;170;69;Italy;US Salernitana 1919;72;1.4;3;Left;No;RM;80;69;70;73;76;23;46;50;78;77;70;68;0;0
137774;D. Maietta;36;184;75;Italy;Empoli;72;0.625;3;Right;No;CB;22;32;16;39;45;73;67;70;14;48;30;33;0;1
140196;Y. Endo;39;178;75;Japan;Gamba Osaka;72;0.775;7;Right;Yes;CM;7;31;70;77;68;66;67;60;86;71;30;31;1;1
142258;S. Bossut;33;187;80;Belgium;SV Zulte-Waregem;72;1.7;9;Right;No;GK;1;;;;;;;12;15;32;42;47;0;1
142499;Aitor Sanz;34;181;71;Spain;CD Tenerife;72;1.2;7;Right;No;CM;16;59;61;72;67;66;72;42;70;70;66;53;0;1
142592;I. Damonte;37;176;72;Argentina;Club Atlético Banfield;72;0.975;8;Right;No;CM;5;53;65;69;70;71;73;75;61;75;60;48;0;1
142762;J. Bottinelli;34;180;79;Argentina;Unión de Santa Fe;72;1.2;10;Left;No;CB;6;33;36;51;47;73;66;75;38;53;30;36;0;0
143598;L. Pocrnjic;37;192;86;Argentina;Club Atlético Aldosivi;72;0.325;5;Right;No;GK;1;;;;;;;16;13;13;26;28;0;1
149258;A. Cordaz;36;188;83;Italy;Crotone;72;0.525;2;Right;No;GK;1;;;;;;;16;15;20;25;27;0;1
150590;C. Jallet;35;178;70;France;Amiens SC;72;0.875;9;Right;Yes;RB;13;55;59;73;72;73;68;70;64;77;57;54;1;1
152922;E. Barreto;34;180;79;Paraguay;Sampdoria;72;1.5;23;Right;No;CM;8;59;66;72;68;73;67;60;76;73;59;59;0;1
155463;V. Găman;30;191;82;Romania;Al Shabab;72;2.5;21;Right;No;CB;25;52;51;57;56;72;71;74;48;63;55;49;0;1
156483;C. Lucchetti;41;182;69;Argentina;Atlético Tucumán;72;0.325;5;Right;No;GK;1;;;;;;;23;30;35;40;45;0;1
157219;G. Fernández;35;171;70;Argentina;Estudiantes de La Plata;72;1.4;9;Right;No;CM;10;60;70;70;72;47;56;66;74;74;67;54;0;1
157804;S. Carson;33;190;86;England;Manchester City;72;1.7;49;Right;Yes;GK;35;;;;;;;18;16;20;33;37;1;1
158375;N. Asare;32;173;66;Ghana;KAA Gent;72;1.9;14;Left;No;LB;21;71;56;68;71;74;71;63;63;70;70;72;0;0
158394;K. Reichel;32;185;84;Germany;1. FC Union Berlin;72;1.9;24;Left;No;LB;14;68;68;66;67;71;75;60;64;67;65;70;0;0
158851;J. Beausejour;35;178;83;Chile;Universidad de Chile;72;0.875;6;Left;No;LB;15;85;63;67;73;68;80;64;67;74;83;86;0;0
158956;J. Barroso;34;175;71;Argentina;Colo-Colo;72;1.2;6;Right;No;CB;5;63;47;58;54;72;74;74;55;65;61;65;0;1
159043;J. Pitroipa;33;176;60;Burkina Faso;Paris FC;72;1.9;7;Right;No;CM;10;77;63;66;76;37;49;52;57;75;79;76;0;1
163056;N. Champagne;34;190;82;Argentina;Real Oviedo;72;1.4;6;Right;No;GK;13;;;;;;;20;17;17;39;36;0;1
163261;P. Bardsley;34;180;79;Scotland;Burnley;72;1.1;22;Right;Yes;RB;26;51;58;66;68;75;72;71;33;71;53;49;1;1
163419;B. Sagna;36;176;73;France;Montreal Impact;72;0.575;4;Right;Yes;RB;33;64;54;68;71;73;76;77;47;73;63;64;1;1
163492;N. Lombaerts;34;187;80;Belgium;KV Oostende;72;1.2;11;Left;No;CB;6;32;44;62;52;76;69;75;60;65;33;32;0;0
163873;Eduardo;36;188;84;Portugal;SC Braga;72;0.525;5;Right;No;GK;82;;;;;;;12;14;32;42;41;0;1
164505;B. Guzan;34;193;95;United States;Atlanta United;72;1.4;5;Left;Yes;GK;1;;;;;;;12;11;28;38;37;1;0
164985;C. Théréau;36;189;79;France;Fiorentina;72;1;27;Right;No;LM;77;56;76;71;73;37;65;75;66;76;59;53;0;1
165321;S. Ward;33;186;80;Republic of Ireland;Stoke City;72;1.4;22;Left;Yes;LB;3;57;60;69;70;75;72;71;55;73;61;54;1;0
165493;N. Navarro;34;191;87;Argentina;San Lorenzo de Almagro;72;1.4;11;Left;No;GK;22;;;;;;;15;20;27;50;54;0;0
167599;R. Elm;31;184;75;Sweden;Kalmar FF;72;2.7;4;Right;No;CM;6;47;66;76;67;61;62;62;80;71;50;45;0;1
167601;K. Nababkin;32;184;77;Russia;PFC CSKA Moscow;72;1.9;1;Right;No;LB;14;76;60;62;60;73;74;65;46;63;74;77;0;1
167812;S. Kaya;28;183;80;Turkey;Sparta Praha;72;2.7;1;Right;No;CB;2;64;38;56;55;70;75;73;21;57;66;62;0;1
167933;Y. Cahuzac;34;178;72;France;Racing Club de Lens;72;1.2;8;Right;No;CM;18;42;46;64;60;70;77;66;45;64;38;45;0;1
167936;J. Sorbon;35;183;79;France;En Avant de Guingamp;72;0.95;5;Right;No;CB;15;32;31;58;47;74;69;73;34;60;31;33;0;1
168930;Omar Ramos;31;176;67;Spain;Real Oviedo;72;2.7;9;Left;No;RM;7;74;66;72;75;36;58;46;61;72;76;73;0;0
169345;M. Suttner;32;179;74;Austria;Fortuna Düsseldorf;72;1.9;19;Left;Yes;LB;29;66;58;72;72;70;67;61;79;73;68;65;1;0
169386;S. Floccari;37;180;79;Italy;SPAL;72;1.1;9;Right;No;ST;10;59;73;61;71;27;58;75;60;73;59;59;0;1
169596;R. Shawcross;31;191;76;England;Stoke City;72;2.3;22;Right;Yes;CB;17;41;37;47;49;71;82;74;24;55;40;42;1;1
170039;R. Shotton;30;191;84;England;Middlesbrough;72;2.5;22;Right;Yes;CB;5;63;52;61;63;72;77;66;37;64;61;64;1;1
171087;Christian Fernández;33;182;77;Spain;Real Oviedo;72;1.5;8;Left;No;CB;18;66;56;61;60;71;78;72;59;61;65;66;0;0
172013;De la Bella;33;182;79;Spain;UD Las Palmas;72;1.4;8;Left;Yes;LB;3;66;53;68;68;70;70;74;38;72;63;69;1;0
172077;J. Basanta;35;188;78;Argentina;Monterrey;72;0.95;18;Left;No;CB;15;47;49;54;54;72;68;75;40;60;40;53;0;0
172317;David Fernández;34;186;81;Spain;AD Alcorcón;72;1.2;7;Right;No;CB;19;56;44;58;51;75;71;72;38;61;61;51;0;1
172649;O. Kaya;33;167;69;Belgium;KV Mechelen;72;1.9;11;Right;No;CM;8;64;65;74;73;35;56;35;76;72;68;61;0;1
172882;P. Kone;31;182;75;Greece;Western United FC;72;2.7;3;Right;No;CM;8;70;72;70;71;50;63;59;59;73;71;69;0;1
173132;F. Dionisi;32;179;68;Italy;Frosinone;72;2.5;4;Right;No;ST;10;81;72;52;69;35;66;67;51;71;75;85;0;1
173162;F. Ceravolo;32;180;73;Italy;Parma;72;2.5;30;Right;No;ST;30;74;71;60;74;33;66;65;60;75;72;75;0;1
173370;B. Feilhaber;34;175;74;United States;Sporting Kansas City;72;1.5;7;Right;Yes;CM;30;56;69;72;74;63;67;55;74;76;57;56;1;1
175391;Mateus;35;176;75;Angola;Boavista FC;72;1.4;4;Right;No;LM;9;77;73;68;75;43;63;58;66;72;75;78;0;1
175932;R. De Laet;30;186;77;Belgium;Royal Antwerp FC;72;2.5;9;Right;No;RB;2;82;55;59;68;69;76;68;48;68;76;87;0;1
176345;Kwoun Sun Tae;34;184;85;Korea Republic;Kashima Antlers;72;1.4;6;Right;Yes;GK;1;;;;;;;18;12;24;39;47;1;1
176346;Choi Chul Soon;32;175;68;Korea Republic;Jeonbuk Hyundai Motors;72;1.9;8;Right;No;RB;25;74;46;65;67;69;76;62;54;67;78;71;0;1
176619;A. Ramos;33;186;78;Colombia;Granada CF;72;2;16;Right;No;ST;20;73;70;64;69;46;66;76;48;66;71;75;0;1
176841;L. Jutkiewicz;30;185;77;England;Birmingham City;72;3;12;Left;Yes;ST;10;60;70;59;65;44;79;81;52;70;54;64;1;0
176903;M. Iturra;35;174;73;Chile;Deportes Iquique;72;0.975;2;Left;No;CM;7;50;45;64;65;74;68;50;47;70;54;47;0;0
177522;Suso Santana;34;172;62;Spain;CD Tenerife;72;1.6;8;Right;No;RM;10;86;62;63;76;54;78;50;65;74;85;87;0;1
177782;H. Özmert;34;183;80;Turkey;Antalyaspor;72;1.2;12;Right;No;CM;88;41;66;72;67;70;71;68;75;70;39;42;0;1
177790;A. Jędrzejczyk;31;189;78;Poland;Legia Warszawa;72;2.3;7;Right;No;CB;55;67;48;60;64;68;80;72;34;65;68;67;0;1
178087;Bueno;31;179;67;Spain;Boavista FC;72;2.7;6;Right;No;CM;14;59;74;69;75;41;47;67;71;77;64;54;0;1
178171;Sergio Sánchez;33;185;84;Spain;Cádiz CF;72;1.5;7;Right;No;CB;21;55;51;59;56;73;72;70;30;66;59;52;0;1
178393;A. Cerci;31;180;78;Italy;US Salernitana 1919;72;2.7;4;Left;Yes;RM;77;75;69;72;75;36;60;59;74;78;74;75;1;0
178475;D. Ciofani;33;190;82;Italy;US Cremonese;72;2;4;Right;No;ST;9;61;73;41;56;26;73;78;48;68;52;69;0;1
178571;Bracali;38;185;80;Brazil;Boavista FC;72;0.325;3;Right;No;GK;1;;;;;;;10;11;29;37;43;0;1
178600;U. Demirok;30;190;85;Turkey;Atiker Konyaspor;72;2.5;12;Right;No;CB;15;39;43;56;56;73;78;75;22;58;42;37;0;1
179565;M. Gavranović;29;175;76;Switzerland;Dinamo Zagreb;72;3.1;1;Right;No;ST;11;74;70;62;74;37;65;62;55;75;76;73;0;1
179891;M. Heller;33;176;70;Germany;SV Darmstadt 98;72;1.9;15;Right;No;RM;20;93;64;63;73;34;62;56;49;70;92;93;0;1
179972;E. Derdiyok;31;191;92;Switzerland;Göztepe SK;72;2.8;19;Right;No;ST;9;36;74;66;66;32;72;80;64;72;34;38;0;1
180281;Fernandinho Silva;33;171;70;Brazil;Chongqing Dangdai Lifan FC SWM Team;72;1.9;8;Left;No;LM;30;86;69;66;77;44;58;47;66;73;89;83;0;0
180754;K. Nakamura;38;175;66;Japan;Kawasaki Frontale;72;1;6;Right;Yes;CM;14;39;71;78;72;63;62;70;87;74;39;39;1;1
180818;D. McGoldrick;31;183;74;Republic of Ireland;Sheffield United;72;2.8;26;Right;No;ST;17;66;71;67;72;33;67;69;69;73;65;67;0;1
181256;M. Kozáčik;35;193;88;Slovakia;Viktoria Plzeň;72;0.85;1;Right;No;GK;1;;;;;;;10;10;21;57;57;0;1
181375;M. Martins;32;187;82;Bolivia;Bolivia;72;0;0;Right;No;ST;;59;75;63;67;36;74;75;57;69;60;58;0;1
181479;A. Wilkinson;34;187;85;Australia;Sydney FC;72;1.2;7;Right;No;CB;4;40;46;54;50;71;79;68;33;60;34;44;0;1
182343;Hao Junmin;32;178;78;China PR;Shandong Luneng TaiShan FC;72;2.4;14;Right;No;CM;22;71;64;73;71;59;70;35;78;72;74;69;0;1
182411;Yu Hanchao;32;178;65;China PR;Guangzhou Evergrande Taobao FC;72;2.4;17;Left;No;LM;20;76;63;67;73;41;69;58;55;73;75;77;0;0
182435;M. Langerak;30;193;84;Australia;Nagoya Grampus;72;2.1;5;Right;Yes;GK;1;;;;;;;19;17;22;48;51;1;1
183068;C. Beauvue;31;174;66;France;RC Celta;72;2.8;17;Right;Yes;ST;12;65;72;65;71;40;58;82;66;72;68;63;1;1
183177;L. Barrios;34;188;84;Paraguay;Club Atlético Huracán;72;1.6;14;Right;No;ST;8;56;73;62;66;42;71;75;50;68;58;55;0;1
183211;M. Škoda;33;190;86;Czech Republic;SK Slavia Praha;72;2;1;Right;No;ST;21;58;71;61;66;48;76;80;47;72;56;59;0;1
183220;J. Morávek;29;180;77;Czech Republic;FC Augsburg;72;3;18;Right;No;CM;14;46;69;73;74;55;59;58;67;74;48;45;0;1
183287;F. Lemoine;32;175;70;France;FC Lorient;72;2;6;Right;No;CM;18;43;58;68;68;71;73;61;62;69;52;36;0;1
183361;A. Weber;32;190;82;France;Stade Malherbe Caen;72;2;7;Right;No;CB;28;34;28;56;52;72;76;76;37;60;33;35;0;1
183567;E. Mulder;30;193;88;Netherlands;Swansea City;72;2.1;15;Right;No;GK;25;;;;;;;19;12;30;35;40;0;1
183955;T. Chevalier;32;178;77;France;Valenciennes FC;72;2.4;6;Right;No;RM;9;78;73;68;72;34;72;58;69;70;77;79;0;1
183982;N. Roux;31;182;78;France;En Avant de Guingamp;72;2.8;8;Right;Yes;ST;26;71;70;65;72;38;67;78;54;73;69;73;1;1
184136;Orlando Sá;31;188;85;Portugal;Standard de Liège;72;2.8;13;Right;No;ST;7;58;70;58;68;36;76;76;41;72;62;54;0;1
184139;Ricardo Ferreira;29;188;82;Portugal;Portimonense SC;72;2.2;5;Right;No;GK;1;;;;;;;13;17;25;46;38;0;1
184220;M. Diskerud;28;184;73;United States;Ulsan Hyundai FC;72;3.1;7;Right;No;CM;42;69;69;72;70;57;71;59;67;72;70;68;0;1
185010;M. Pazdan;31;181;78;Poland;MKE Ankaragücü;72;2.3;15;Right;Yes;CB;22;48;44;59;56;70;72;66;41;65;51;46;1;1
185144;M. Coda;30;184;72;Italy;Benevento;72;3;5;Right;No;ST;9;61;73;53;69;25;59;75;70;72;66;56;0;1
185260;D. Kadah;33;188;80;Turkey;Göztepe SK;72;1.9;18;Right;No;CM;63;64;73;69;71;32;75;78;60;74;61;66;0;1
185394;V. Forren;31;186;88;Norway;Molde FK;72;2.3;6;Left;No;CB;5;32;52;62;59;71;76;72;64;63;33;32;0;0
185427;O. Nyland;28;192;90;Norway;Aston Villa;72;2.3;28;Right;No;GK;25;;;;;;;13;14;23;47;48;0;1
186347;M. Rybus;29;173;75;Poland;Lokomotiv Moscow;72;2.6;1;Left;No;LB;31;77;69;72;72;70;67;47;76;70;78;76;0;0
186385;A. Clayton;30;175;75;England;Middlesbrough;72;2.6;22;Right;Yes;CM;8;60;60;70;67;69;70;45;66;68;59;61;1;1
186567;K. Adénon;33;180;72;Benin;Al Wehda;72;1.5;17;Right;No;CB;5;53;37;56;50;72;73;73;48;62;53;53;0;1
186598;K. Naughton;30;180;73;England;Swansea City;72;2.5;19;Right;Yes;RB;26;72;52;64;67;71;69;67;28;68;72;72;1;1
186651;G. Vural;31;177;65;Turkey;Gazişehir Gaziantep F.K.;72;2.2;10;Left;No;LB;2;82;69;65;75;66;64;65;70;76;82;82;0;0
186681;Alberto;34;182;77;Spain;Rayo Vallecano;72;1.4;5;Right;Yes;GK;1;;;;;;;14;20;30;62;63;1;1
186783;A. Adomah;31;182;74;Ghana;Nottingham Forest;72;2.7;30;Right;Yes;RM;37;78;69;67;71;54;66;51;53;73;77;79;1;1
186805;J. Montero;29;173;70;Ecuador;Birmingham City;72;3;12;Right;Yes;LM;15;89;66;68;79;29;57;50;64;76;91;87;1;1
186941;R. Wolf;31;190;86;Germany;Fortuna Düsseldorf;72;2;15;Right;No;GK;30;;;;;;;16;11;20;34;33;0;1
187084;M. Diouf;31;185;79;Senegal;Stoke City;72;2.8;26;Right;Yes;ST;18;80;69;61;66;67;80;74;36;65;77;83;1;1
